hgnc	chrom	obs_lof	exp_lof
HGNC:26567	chr2	33.0	28.33
HGNC:2915	chr2	0.0	11.757
HGNC:6530	chr2	19.0	77.964
HGNC:2678	chr2	14.0	32.077
HGNC:10789	chr2	2.0	21.067
HGNC:10658	chr2	5.0	10.991
HGNC:9063	chr2	11.0	38.273
HGNC:10942	chr2	5.0	16.502
HGNC:11187	chr2	5.0	74.931
HGNC:6469	chr2	27.0	27.511
HGNC:12736	chr2	2.0	16.334
HGNC:8488	chr2	6.0	32.53
HGNC:2289	chr2	8.0	6.0975
HGNC:32790	chr2	3.0	11.519
HGNC:8490	chr2	22.0	27.81
HGNC:9070	chr2	8.0	18.558
HGNC:671	chr2	0.0	10.571
HGNC:784	chr2	3.0	27.445
HGNC:19217	chr2	73.0	91.634
HGNC:19679	chr2	2.0	48.653
HGNC:13206	chr2	30.0	49.409
HGNC:26056	chr2	9.0	27.158
HGNC:11802	chr2	7.0	29.823
HGNC:20588	chr2	22.0	21.138
HGNC:4510	chr19	2.0	9.7161
HGNC:3374	chr2	8.0	37.866
HGNC:12502	chr2	0.0	6.4692
HGNC:17935	chr2	10.0	13.115
HGNC:16768	chr19	14.0	22.387
HGNC:12661	chr2	2.0	6.1283
HGNC:853	chr2	18.0	28.162
HGNC:7782	chr2	8.0	21.774
HGNC:7329	chr2	18.0	53.613
HGNC:14338	chr2	6.0	17.001
HGNC:11257	chr2	3.0	6.7995
HGNC:3388	chr2	4.0	52.179
HGNC:14446	chr2	29.0	54.695
HGNC:17800	chr2	10.0	30.372
HGNC:428	chr2	114.0	152.46
HGNC:1008	chr1	9.0	41.193
HGNC:9142	chr1	3.0	11.761
HGNC:2859	chr1	8.0	27.624
HGNC:29157	chr1	24.0	43.105
HGNC:6896	chr1	10.0	46.733
HGNC:11953	chr1	16.0	72.361
HGNC:25852	chr1	20.0	26.049
HGNC:4559	chr1	9.0	11.084
HGNC:30423	chr1	1.0	12.488
HGNC:10606	chr1	15.0	30.402
HGNC:14134	chr16	17.0	9.1878
HGNC:14615	chr1	27.0	76.838
HGNC:30279	chr1	9.0	38.469
HGNC:489	chr1	17.0	20.028
HGNC:24866	chr1	28.0	51.684
HGNC:23017	chr1	12.0	21.284
HGNC:26494	chr1	10.0	9.921
HGNC:1239	chr1	18.0	18.206
HGNC:28792	chr1	15.0	20.643
HGNC:12759	chr1	14.0	27.446
HGNC:13394	chr1	15.0	19.658
HGNC:14034	chr1	15.0	20.705
HGNC:5350	chr1	2.0	13.976
HGNC:10315	chr1	2.0	6.0624
HGNC:16816	chr1	9.0	100.2
HGNC:9756	chr1	14.0	35.047
HGNC:11446	chr1	14.0	36.886
HGNC:22983	chr1	0.0	12.017
HGNC:18185	chr1	5.0	11.928
HGNC:16369	chr1	1.0	8.9661
HGNC:29618	chr1	29.0	54.599
HGNC:8153	chr1	5.0	8.7973
HGNC:469	chr1	18.0	41.849
HGNC:10786	chr1	4.0	24.206
HGNC:19691	chr1	11.0	21.473
HGNC:6236	chr1	7.0	17.969
HGNC:16787	chr1	14.0	47.234
HGNC:29652	chr1	9.0	19.052
HGNC:840	chr1	7.0	15.159
HGNC:9855	chr1	2.0	11.714
HGNC:4852	chr1	6.0	29.251
HGNC:1488	chr1	2.0	17.409
HGNC:25768	chr1	2.0	17.978
HGNC:26886	chr1	4.0	25.857
HGNC:10565	chr1	8.0	20.467
HGNC:25574	chr1	14.0	18.797
HGNC:19088	chr1	3.0	125.32
HGNC:30368	chr1	1.0	34.976
HGNC:10774	chr1	1.0	31.306
HGNC:17794	chr1	3.0	8.3015
HGNC:25973	chr1	19.0	93.287
HGNC:682	chr1	4.0	58.688
HGNC:29796	chr1	2.0	6.7724
HGNC:6997	chr1	2.0	25.935
HGNC:19190	chr1	34.0	119.47
HGNC:11296	chr1	4.0	16.034
HGNC:13581	chr1	8.0	14.474
HGNC:13585	chr1	5.0	12.502
HGNC:15494	chr1	0.0	7.2213
HGNC:16785	chr1	6.0	44.116
HGNC:6764	chr1	4.0	12.759
HGNC:15469	chr1	5.0	47.284
HGNC:6554	chr1	9.0	55.258
HGNC:16951	chr1	5.0	37.457
HGNC:28513	chr1	6.0	15.686
HGNC:16877	chr1	5.0	37.329
HGNC:9364	chr1	19.0	37.501
HGNC:25715	chr1	27.0	21.178
HGNC:16792	chr1	8.0	65.763
HGNC:7661	chr1	16.0	32.72
HGNC:8759	chr1	7.0	9.2162
HGNC:20800	chr1	9.0	20.026
HGNC:9035	chr1	14.0	37.281
HGNC:4095	chr1	3.0	6.8372
HGNC:28840	chr1	14.0	10.402
HGNC:22125	chr1	8.0	11.464
HGNC:30238	chr1	8.0	26.482
HGNC:9347	chr1	7.0	59.25
HGNC:9998	chr1	9.0	11.045
HGNC:10294	chr1	24.0	30.386
HGNC:11313	chr1	5.0	24.491
HGNC:468	chr1	34.0	37.657
HGNC:19678	chr1	9.0	23.381
HGNC:975	chr1	13.0	15.549
HGNC:10782	chr1	2.0	27.063
HGNC:2501	chr1	15.0	24.096
HGNC:18407	chr1	11.0	11.738
HGNC:24956	chr1	13.0	16.533
HGNC:19661	chr1	67.0	57.556
HGNC:16980	chr1	16.0	15.048
HGNC:29131	chr1	17.0	47.157
HGNC:2419	chr1	28.0	17.855
HGNC:8939	chr1	41.0	45.385
HGNC:12936	chr1	6.0	38.323
HGNC:1688	chr1	3.0	11.874
HGNC:30774	chr1	9.0	13.562
HGNC:1639	chr1	2.0	10.084
HGNC:12398	chr1	45.0	65.234
HGNC:7984	chr1	7.0	29.306
HGNC:29442	chr1	28.0	89.598
HGNC:18823	chr1	5.0	8.9921
HGNC:21304	chr1	7.0	12.732
HGNC:25514	chr1	6.0	40.893
HGNC:12730	chr1	5.0	15.786
HGNC:4810	chr1	16.0	19.204
HGNC:29971	chr1	17.0	22.372
HGNC:14504	chr1	15.0	16.192
HGNC:24659	chr1	1.0	24.494
HGNC:4416	chr1	8.0	34.611
HGNC:12380	chr1	3.0	14.668
HGNC:26039	chr1	10.0	12.126
HGNC:19902	chr1	1.0	15.798
HGNC:7821	chr1	29.0	60.827
HGNC:6569	chr1	11.0	17.227
HGNC:17819	chr1	9.0	16.304
HGNC:18212	chr1	7.0	7.4851
HGNC:7468	chr1	31.0	66.735
HGNC:1075	chr1	7.0	10.347
HGNC:7555	chr1	4.0	13.761
HGNC:23800	chr1	14.0	76.222
HGNC:10025	chr1	0.0	73.222
HGNC:6381	chr1	12.0	27.868
HGNC:28418	chr1	12.0	13.067
HGNC:6298	chr1	7.0	32.073
HGNC:21292	chr1	8.0	13.618
HGNC:393	chr1	1.0	26.723
HGNC:3492	chr1	1.0	15.863
HGNC:89	chr1	21.0	26.231
HGNC:19342	chr1	4.0	14.951
HGNC:10903	chr1	6.0	14.814
HGNC:1683	chr1	8.0	9.6086
HGNC:18582	chr1	3.0	68.499
HGNC:18341	chr1	22.0	35.263
HGNC:10681	chr1	9.0	19.037
HGNC:7033	chr1	10.0	13.812
HGNC:30350	chr1	14.0	18.353
HGNC:18039	chr1	40.0	91.104
HGNC:12457	chr1	8.0	26.848
HGNC:24018	chr1	1.0	4.1804
HGNC:2496	chr1	13.0	17.537
HGNC:10000	chr1	12.0	13.468
HGNC:19360	chr1	8.0	27.563
HGNC:28246	chr1	5.0	20.042
HGNC:16509	chr1	20.0	36.58
HGNC:26089	chr1	20.0	25.034
HGNC:9033	chr1	7.0	6.6839
HGNC:9888	chr1	2.0	33.254
HGNC:4184	chr1	28.0	28.628
HGNC:4182	chr1	25.0	28.504
HGNC:19167	chr1	32.0	40.817
HGNC:31984	chr1	20.0	19.556
HGNC:8751	chr1	19.0	25.11
HGNC:9789	chr1	3.0	10.788
HGNC:17013	chr1	7.0	8.5769
HGNC:3146	chr1	7.0	40.905
HGNC:5005	chr1	11.0	16.37
HGNC:4116	chr1	16.0	17.499
HGNC:5362	chr1	0.0	4.2188
HGNC:2336	chr1	38.0	56.637
HGNC:6953	chr1	14.0	24.434
HGNC:17348	chr1	0.0	43.615
HGNC:29509	chr1	2.0	13.993
HGNC:19316	chr1	32.0	35.072
HGNC:11005	chr1	1.0	19.666
HGNC:15531	chr1	17.0	23.412
HGNC:1723	chr1	15.0	27.577
HGNC:7217	chr1	20.0	38.089
HGNC:727	chr1	1.0	4.6035
HGNC:16853	chr1	5.0	52.987
HGNC:861	chr1	0.0	10.754
HGNC:925	chr1	4.0	15.459
HGNC:17276	chr1	7.0	17.66
HGNC:9586	chr1	33.0	51.928
HGNC:380	chr1	12.0	17.349
HGNC:9352	chr1	12.0	8.5871
HGNC:8981	chr1	19.0	27.767
HGNC:20657	chr1	9.0	11.437
HGNC:1065	chr1	13.0	20.522
HGNC:28051	chr1	19.0	26.756
HGNC:10938	chr1	9.0	20.553
HGNC:3553	chr1	20.0	27.569
HGNC:31802	chr1	13.0	22.614
HGNC:24251	chr1	12.0	10.751
HGNC:26287	chr1	30.0	41.509
HGNC:3017	chr1	0.0	8.1389
HGNC:2157	chr1	3.0	15.849
HGNC:24903	chr1	10.0	140.15
HGNC:3541	chr1	5.0	13.082
HGNC:67	chr1	14.0	50.337
HGNC:12645	chr1	3.0	10.067
HGNC:24270	chr1	11.0	14.337
HGNC:11936	chr1	3.0	10.822
HGNC:17662	chr1	2.0	28.408
HGNC:11934	chr1	2.0	3.2708
HGNC:16753	chr1	7.0	8.0443
HGNC:25538	chr1	25.0	38.165
HGNC:5208	chr1	2.0	9.5061
HGNC:6121	chr1	0.0	22.537
HGNC:28440	chr1	16.0	35.733
HGNC:31703	chr1	5.0	16.216
HGNC:23496	chr1	5.0	28.474
HGNC:775	chr1	0.0	19.804
HGNC:3042	chr1	7.0	9.9918
HGNC:19824	chr1	6.0	14.222
HGNC:25234	chr1	18.0	13.753
HGNC:11023	chr1	7.0	16.548
HGNC:25594	chr1	3.0	26.572
HGNC:6510	chr1	3.0	8.2109
HGNC:28836	chr1	3.0	12.687
HGNC:19080	chr1	8.0	33.272
HGNC:7745	chr1	14.0	26.751
HGNC:10430	chr1	12.0	37.722
HGNC:20603	chr1	5.0	20.594
HGNC:30384	chr1	3.0	5.2224
HGNC:24548	chr1	6.0	13.3
HGNC:9459	chr1	2.0	28.44
HGNC:11110	chr1	2.0	89.036
HGNC:1857	chr1	79.0	129.94
HGNC:10290	chr1	3.0	14.832
HGNC:9296	chr1	0.0	13.326
HGNC:11430	chr1	2.0	18.617
HGNC:26064	chr1	8.0	14.519
HGNC:22146	chr1	39.0	37.49
HGNC:16386	chr1	8.0	46.686
HGNC:24626	chr1	8.0	10.846
HGNC:22211	chr7	17.0	45.06
HGNC:24219	chr19	2.0	2.4113
HGNC:13520	chr15	1.0	7.4043
HGNC:9935	chr15	5.0	14.274
HGNC:1964	chr15	5.0	18.806
HGNC:7516	chr11	30.0	163.64
HGNC:2529	chr11	8.0	18.16
HGNC:17213	chr2	5.0	12.888
HGNC:11354	chr3	4.0	76.736
HGNC:17968	chr3	3.0	10.492
HGNC:11389	chr19	1.0	19.368
HGNC:7132	chr11	5.0	160.68
HGNC:12266	chr11	27.0	36.502
HGNC:26146	chr11	5.0	19.326
HGNC:7175	chr11	32.0	24.117
HGNC:600	chr11	6.0	8.8182
HGNC:25294	chr19	3.0	50.145
HGNC:11069	chr19	3.0	29.766
HGNC:6404	chr19	12.0	24.048
HGNC:10413	chr11	0.0	6.5174
HGNC:19181	chr1	23.0	75.964
HGNC:11949	chr1	9.0	24.631
HGNC:25360	chr1	14.0	24.991
HGNC:29188	chr1	7.0	64.732
HGNC:791	chr1	17.0	36.552
HGNC:2411	chr2	6.0	7.7539
HGNC:25478	chr2	11.0	12.155
HGNC:11951	chr2	2.0	2.7309
HGNC:29160	chr2	14.0	29.187
HGNC:8005	chr2	15.0	48.649
HGNC:2345	chr2	1.0	21.256
HGNC:6350	chr2	0.0	12.212
HGNC:12405	chr18	1.0	6.2162
HGNC:929	chr18	3.0	20.895
HGNC:26258	chr1	6.0	7.3133
HGNC:1372	chr1	23.0	22.328
HGNC:29599	chr12	27.0	38.926
HGNC:6690	chr12	20.0	32.817
HGNC:13543	chr5	53.0	65.028
HGNC:28962	chr11	0.0	8.4306
HGNC:20061	chr11	16.0	33.559
HGNC:14415	chr6	3.0	19.062
HGNC:21015	chr6	24.0	48.334
HGNC:12312	chr6	3.0	7.5161
HGNC:21381	chr6	13.0	20.886
HGNC:2159	chr6	2.0	10.459
HGNC:14967	chr6	5.0	13.574
HGNC:25374	chr1	3.0	31.292
HGNC:25412	chr1	4.0	46.964
HGNC:8921	chr6	15.0	80.774
HGNC:21174	chr6	13.0	12.624
HGNC:21212	chr6	47.0	76.863
HGNC:9046	chr6	0.0	11.507
HGNC:15600	chr6	6.0	26.449
HGNC:11896	chr6	2.0	32.203
HGNC:377	chr6	12.0	15.902
HGNC:9772	chr6	6.0	9.1474
HGNC:7545	chr6	8.0	40.866
HGNC:15471	chr6	18.0	18.242
HGNC:10810	chr6	10.0	29.413
HGNC:21336	chr6	2.0	14.425
HGNC:663	chr6	8.0	15.737
HGNC:2500	chr6	7.0	12.414
HGNC:11632	chr6	0.0	5.7594
HGNC:17728	chr16	55.0	62.299
HGNC:13602	chr4	3.0	32.225
HGNC:24628	chr4	7.0	9.3689
HGNC:10928	chr12	6.0	14.314
HGNC:13530	chr12	13.0	22.28
HGNC:20808	chr19	4.0	7.0292
HGNC:12647	chr2	2.0	5.0454
HGNC:17641	chr1	4.0	19.608
HGNC:29827	chr18	2.0	5.1853
HGNC:3821	chr6	1.0	17.768
HGNC:23045	chr6	20.0	36.77
HGNC:4265	chr20	2.0	5.9404
HGNC:10382	chr20	8.0	31.366
HGNC:15764	chr20	2.0	5.6823
HGNC:1513	chr1	19.0	20.274
HGNC:17990	chr1	9.0	22.817
HGNC:9009	chr4	16.0	48.935
HGNC:74	chr4	44.0	36.504
HGNC:11255	chr4	9.0	9.6759
HGNC:1595	chr4	2.0	14.558
HGNC:9867	chr3	13.0	12.686
HGNC:25874	chr3	27.0	29.804
HGNC:17168	chr1	16.0	83.623
HGNC:32221	chr16	20.0	15.793
HGNC:9273	chr16	72.0	85.225
HGNC:12506	chr16	5.0	49.922
HGNC:6346	chr13	1.0	16.459
HGNC:12515	chr13	13.0	15.799
HGNC:14267	chr13	6.0	29.552
HGNC:24979	chr2	11.0	14.959
HGNC:26145	chr2	8.0	15.707
HGNC:29250	chr2	47.0	73.508
HGNC:1583	chr12	0.0	13.042
HGNC:3680	chr12	3.0	6.0086
HGNC:17064	chr5	3.0	31.739
HGNC:18661	chr2	140.0	192.4
HGNC:20576	chr2	25.0	25.56
HGNC:7698	chr2	6.0	3.7189
HGNC:4666	chr2	19.0	47.423
HGNC:21637	chr2	0.0	32.901
HGNC:12473	chr5	3.0	11.047
HGNC:17995	chr9	38.0	110.21
HGNC:4212	chr9	2.0	28.074
HGNC:1123	chr9	0.0	7.1079
HGNC:11828	chr9	28.0	60.429
HGNC:24642	chr2	6.0	8.2573
HGNC:23927	chr2	8.0	12.671
HGNC:2326	chr2	17.0	36.378
HGNC:30596	chr3	10.0	15.951
HGNC:28407	chr3	2.0	32.924
HGNC:29563	chr12	3.0	12.526
HGNC:25900	chr1	7.0	12.946
HGNC:31859	chr1	4.0	28.09
HGNC:25517	chr1	8.0	105.74
HGNC:10253	chr9	5.0	28.517
HGNC:9813	chr9	1.0	20.92
HGNC:23397	chr9	31.0	68.943
HGNC:2512	chr9	22.0	38.494
HGNC:1364	chr9	9.0	10.651
HGNC:28296	chr9	14.0	22.038
HGNC:10760	chr9	0.0	16.284
HGNC:9308	chr9	1.0	18.406
HGNC:4315	chr9	23.0	43.328
HGNC:16524	chr9	0.0	13.969
HGNC:1858	chr9	102.0	134.81
HGNC:16380	chr9	7.0	15.385
HGNC:13608	chr9	0.0	19.462
HGNC:24566	chr9	3.0	34.908
HGNC:7749	chr9	6.0	19.435
HGNC:18232	chr9	11.0	15.158
HGNC:9323	chr9	3.0	19.531
HGNC:7692	chr9	2.0	8.6953
HGNC:28171	chr9	5.0	7.6059
HGNC:28413	chr9	7.0	11.914
HGNC:16055	chr9	16.0	14.77
HGNC:18572	chr9	10.0	19.317
HGNC:18752	chr9	1.0	30.982
HGNC:7982	chr9	4.0	25.46
HGNC:17870	chr9	35.0	50.489
HGNC:19877	chr9	13.0	21.954
HGNC:29324	chr9	5.0	45.936
HGNC:23159	chr9	8.0	12.286
HGNC:2439	chr1	23.0	42.53
HGNC:4021	chr18	5.0	18.187
HGNC:10895	chr18	6.0	24.78
HGNC:8139	chr18	1.0	12.054
HGNC:26711	chr19	0.0	1.0871
HGNC:23715	chr19	9.0	13.895
HGNC:17798	chr14	18.0	102.19
HGNC:20229	chr14	13.0	27.898
HGNC:26715	chr14	16.0	13.779
HGNC:1975	chr14	8.0	13.845
HGNC:20220	chr14	5.0	13.765
HGNC:8893	chr14	3.0	9.7305
HGNC:19753	chr14	5.0	3.2941
HGNC:19855	chr14	26.0	28.427
HGNC:18591	chr14	36.0	55.258
HGNC:179	chr14	2.0	4.0308
HGNC:29669	chr14	16.0	15.108
HGNC:14537	chr14	5.0	7.5031
HGNC:23247	chr14	5.0	11.127
HGNC:14282	chr14	3.0	19.139
HGNC:18431	chr14	9.0	11.818
HGNC:6715	chr14	24.0	88.106
HGNC:20363	chr14	19.0	46.489
HGNC:7128	chr14	22.0	53.554
HGNC:19963	chr14	48.0	80.622
HGNC:20105	chr14	12.0	20.97
HGNC:68	chr14	25.0	38.899
HGNC:2911	chr14	5.0	23.434
HGNC:23788	chr14	24.0	54.133
HGNC:11769	chr14	1.0	17.594
HGNC:20354	chr14	15.0	17.753
HGNC:20495	chr14	8.0	5.8996
HGNC:23244	chr14	1.0	61.742
HGNC:7179	chr14	19.0	29.5
HGNC:4519	chr14	6.0	8.6406
HGNC:3473	chr14	6.0	22.831
HGNC:3258	chr14	15.0	15.175
HGNC:20186	chr14	33.0	57.463
HGNC:20233	chr14	23.0	24.531
HGNC:20144	chr14	6.0	26.391
HGNC:17736	chr2	1.0	10.756
HGNC:4526	chr2	9.0	12.73
HGNC:30632	chr2	5.0	15.654
HGNC:29404	chr2	4.0	30.436
HGNC:2978	chr2	52.0	41.433
HGNC:25983	chr2	21.0	37.604
HGNC:29230	chr2	5.0	67.834
HGNC:3712	chr2	1.0	4.9742
HGNC:24047	chr2	10.0	33.81
HGNC:18329	chr2	1.0	5.6987
HGNC:24520	chr2	6.0	28.514
HGNC:28145	chr2	4.0	11.912
HGNC:25951	chr2	1.0	33.695
HGNC:25012	chr2	4.0	8.774
HGNC:24546	chr2	2.0	6.1089
HGNC:13221	chr2	3.0	24.071
HGNC:14312	chr2	5.0	6.4193
HGNC:11529	chr2	13.0	17.83
HGNC:10933	chr6	18.0	25.578
HGNC:21378	chr6	7.0	17.428
HGNC:17814	chr10	19.0	51.223
HGNC:5381	chr10	16.0	58.706
HGNC:11721	chr10	16.0	18.914
HGNC:18047	chr10	4.0	8.833
HGNC:5411	chr10	2.0	5.2775
HGNC:7836	chr10	0.0	9.4574
HGNC:5409	chr10	2.0	7.5399
HGNC:24865	chr10	23.0	48.125
HGNC:24271	chr10	8.0	17.095
HGNC:9293	chr10	6.0	12.296
HGNC:23517	chr10	26.0	30.945
HGNC:102	chr10	9.0	30.482
HGNC:7534	chr10	8.0	18.69
HGNC:16900	chr10	2.0	11.891
HGNC:25822	chr10	6.0	16.424
HGNC:4861	chr10	7.0	55.114
HGNC:4464	chr10	7.0	8.7661
HGNC:24519	chr10	22.0	30.204
HGNC:31793	chr10	14.0	19.71
HGNC:30898	chr10	6.0	4.7749
HGNC:13831	chr10	26.0	67.783
HGNC:25788	chr10	17.0	44.481
HGNC:15522	chr10	6.0	16.908
HGNC:26676	chr10	41.0	53.045
HGNC:4432	chr10	9.0	23.163
HGNC:2312	chr10	14.0	20.583
HGNC:25880	chr10	3.0	2.5192
HGNC:10779	chr10	9.0	10.905
HGNC:4381	chr17	2.0	15.392
HGNC:5119	chr17	1.0	10.555
HGNC:24565	chr17	6.0	49.835
HGNC:5116	chr17	1.0	8.2043
HGNC:2357	chr17	12.0	27.244
HGNC:5114	chr17	1.0	11.602
HGNC:5111	chr17	4.0	12.748
HGNC:3064	chr5	5.0	11.466
HGNC:19365	chr5	10.0	18.988
HGNC:7392	chr5	2.0	7.6838
HGNC:11724	chr9	5.0	58.568
HGNC:17687	chr9	6.0	20.622
HGNC:25834	chr9	2.0	13.827
HGNC:1359	chr9	15.0	11.099
HGNC:23825	chr9	4.0	8.4939
HGNC:6089	chr9	11.0	7.673
HGNC:6087	chr9	5.0	3.3172
HGNC:7124	chr9	11.0	6.464
HGNC:17635	chr9	5.0	13.122
HGNC:4572	chr4	5.0	42.547
HGNC:21182	chr6	11.0	21.675
HGNC:21055	chr6	28.0	52.899
HGNC:16936	chr6	7.0	17.668
HGNC:21177	chr6	35.0	34.377
HGNC:8728	chr6	2.0	13.828
HGNC:20884	chr6	15.0	56.057
HGNC:23172	chr6	6.0	8.0754
HGNC:30239	chr5	1.0	5.2705
HGNC:25971	chr5	19.0	16.584
HGNC:24097	chr5	24.0	77.926
HGNC:8693	chr5	11.0	15.144
HGNC:8681	chr5	10.0	16.014
HGNC:8685	chr5	19.0	16.472
HGNC:8683	chr5	12.0	14.632
HGNC:22921	chr5	5.0	7.9272
HGNC:22942	chr1	49.0	59.584
HGNC:14049	chr1	6.0	6.7836
HGNC:17879	chr1	5.0	16.738
HGNC:11932	chr1	6.0	7.013
HGNC:30301	chr1	47.0	62.31
HGNC:25676	chr1	11.0	18.447
HGNC:4486	chr6	2.0	1.6616
HGNC:94	chr6	12.0	17.004
HGNC:11655	chr6	2.0	24.674
HGNC:21211	chr6	3.0	2.8462
HGNC:21532	chr11	24.0	39.4
HGNC:6266	chr11	7.0	11.514
HGNC:26266	chr11	3.0	20.737
HGNC:29984	chr11	6.0	3.4676
HGNC:23088	chr4	10.0	16.956
HGNC:24306	chr8	21.0	30.052
HGNC:24449	chr8	0.0	6.7774
HGNC:19042	chr10	25.0	36.878
HGNC:25428	chr10	21.0	71.769
HGNC:30502	chr10	9.0	8.6665
HGNC:21013	chr10	8.0	31.84
HGNC:19876	chr10	2.0	50.185
HGNC:29193	chr12	13.0	44.031
HGNC:28203	chr12	30.0	31.137
HGNC:11545	chr1	0.0	9.4356
HGNC:25474	chr13	16.0	37.425
HGNC:11926	chr13	6.0	13.876
HGNC:7469	chr13	20.0	29.987
HGNC:26026	chr13	10.0	27.758
HGNC:20325	chr13	13.0	9.5681
HGNC:20291	chr13	6.0	30.42
HGNC:20597	chr13	2.0	6.069
HGNC:12739	chr13	15.0	22.689
HGNC:3316	chr13	8.0	24.71
HGNC:6774	chr13	10.0	19.902
HGNC:16969	chr13	6.0	44.937
HGNC:25266	chr13	12.0	21.07
HGNC:20266	chr13	5.0	23.206
HGNC:17035	chr13	20.0	17.06
HGNC:3477	chr5	2.0	25.12
HGNC:11771	chr5	17.0	32.052
HGNC:1336	chr5	5.0	16.588
HGNC:24624	chr5	7.0	20.686
HGNC:17970	chr5	1.0	6.6133
HGNC:12399	chr5	16.0	26.281
HGNC:1337	chr5	1.0	79.725
HGNC:3238	chr5	3.0	13.144
HGNC:10759	chr3	1.0	3.5825
HGNC:9090	chr3	14.0	32.831
HGNC:29555	chr19	14.0	23.932
HGNC:7971	chr12	7.0	34.467
HGNC:17897	chr12	52.0	141.42
HGNC:11875	chr12	14.0	21.781
HGNC:692	chr12	4.0	13.143
HGNC:24890	chr12	21.0	20.729
HGNC:30779	chr12	10.0	12.901
HGNC:19382	chr12	1.0	7.4297
HGNC:7805	chr12	7.0	10.892
HGNC:24256	chr12	5.0	9.5166
HGNC:576	chr12	22.0	67.671
HGNC:3070	chr8	1.0	11.332
HGNC:2095	chr8	10.0	20.401
HGNC:11905	chr8	9.0	18.51
HGNC:30907	chr8	25.0	43.558
HGNC:9612	chr8	13.0	66.017
HGNC:1956	chr8	16.0	19.298
HGNC:277	chr8	11.0	13.049
HGNC:9316	chr8	7.0	29.671
HGNC:13992	chr8	9.0	18.781
HGNC:3402	chr8	33.0	34.929
HGNC:25358	chr8	3.0	14.9
HGNC:7940	chr1	7.0	5.9138
HGNC:30791	chr1	4.0	8.9214
HGNC:11571	chr1	1.0	17.225
HGNC:11923	chr1	6.0	32.952
HGNC:28841	chr1	13.0	10.722
HGNC:24992	chr8	0.0	3.981
HGNC:6737	chr8	9.0	14.393
HGNC:18206	chr8	20.0	35.953
HGNC:2240	chr8	0.0	20.782
HGNC:19975	chr8	0.0	12.916
HGNC:3423	chr17	32.0	35.062
HGNC:367	chr17	7.0	35.246
HGNC:2184	chr17	8.0	24.383
HGNC:12932	chr17	9.0	26.563
HGNC:29507	chr17	23.0	28.368
HGNC:11254	chr17	0.0	20.673
HGNC:11597	chr17	1.0	19.323
HGNC:20798	chr17	10.0	16.647
HGNC:11603	chr17	5.0	23.649
HGNC:11737	chr17	65.0	83.791
HGNC:24179	chr17	10.0	19.702
HGNC:1112	chr2	14.0	38.063
HGNC:6685	chr4	3.0	5.8068
HGNC:29146	chr4	16.0	80.58
HGNC:24839	chr4	14.0	15.679
HGNC:16277	chr11	22.0	28.344
HGNC:14639	chr16	69.0	68.211
HGNC:30758	chr16	2.0	30.321
HGNC:238	chr16	20.0	52.655
HGNC:25907	chr19	40.0	42.566
HGNC:30700	chr19	3.0	27.213
HGNC:23408	chr1	17.0	20.335
HGNC:26215	chr12	26.0	28.534
HGNC:9338	chr12	9.0	3.7133
HGNC:26162	chr12	17.0	26.391
HGNC:5329	chr12	3.0	1.9323
HGNC:6269	chr12	3.0	13.474
HGNC:16657	chr12	9.0	14.198
HGNC:20320	chr13	2.0	22.692
HGNC:26632	chr19	4.0	4.8734
HGNC:5	chr19	15.0	19.119
HGNC:21037	chr19	5.0	15.591
HGNC:13003	chr19	15.0	13.558
HGNC:17704	chr3	5.0	34.734
HGNC:18636	chr1	26.0	50.448
HGNC:21734	chr1	6.0	17.252
HGNC:10061	chr1	0.0	17.488
HGNC:16782	chr1	7.0	36.065
HGNC:20260	chr3	11.0	15.235
HGNC:2481	chr3	5.0	3.7004
HGNC:19200	chr3	8.0	15.231
HGNC:17648	chr3	9.0	14.598
HGNC:927	chr3	12.0	17.1
HGNC:29533	chr3	1.0	8.7094
HGNC:1700	chr3	5.0	11.647
HGNC:29441	chr11	14.0	45.87
HGNC:4281	chr1	6.0	11.854
HGNC:24264	chr1	1.0	10.571
HGNC:6882	chr11	1.0	29.177
HGNC:2385	chr11	12.0	32.931
HGNC:8857	chr11	10.0	20.559
HGNC:29899	chr11	19.0	25.376
HGNC:1516	chr11	19.0	26.442
HGNC:18297	chr7	7.0	9.572
HGNC:12989	chr13	15.0	69.542
HGNC:4288	chr13	10.0	9.3055
HGNC:4277	chr13	5.0	6.9376
HGNC:25694	chr12	11.0	42.768
HGNC:944	chr1	11.0	73.087
HGNC:4848	chr1	9.0	18.155
HGNC:30246	chr1	6.0	14.065
HGNC:3557	chr1	1.0	5.481
HGNC:18116	chr1	1.0	19.727
HGNC:25510	chr1	8.0	23.383
HGNC:1612	chr3	0.0	0.78757
HGNC:1603	chr3	4.0	9.3741
HGNC:28466	chr1	9.0	13.474
HGNC:4267	chr3	5.0	10.385
HGNC:11925	chr3	4.0	14.233
HGNC:30950	chr3	8.0	16.786
HGNC:23501	chr3	5.0	30.91
HGNC:8975	chr3	3.0	66.391
HGNC:29088	chr4	7.0	67.249
HGNC:26260	chr4	14.0	13.011
HGNC:16429	chr4	11.0	21.566
HGNC:26977	chr10	25.0	36.896
HGNC:24143	chr1	5.0	8.6401
HGNC:13093	chr1	14.0	42.858
HGNC:5144	chr1	1.0	7.9893
HGNC:30299	chr1	10.0	24.947
HGNC:29675	chr1	9.0	27.662
